Any,Núm. Mes,Nom Mes,Regió Policial (RP),Àrea Bàsica Policial (ABP),Província,Comarca,Municipi,Tipus de lloc dels fets,Tipus de fet,Tipus de fet (Codi penal) o d’Infracció (altres lleis),Àmbit fet,Rol,Sexe,Edat,Nombre víctimes
2020,11,Novembre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,Resta de municipis ABP Baix Penedès,Institut d'Educació,Delictes,Amenaces (lleu),LGTBI-fòbia,Víctimes,Dona,15,1
2020,11,Novembre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,Resta de municipis ABP Baix Penedès,Institut d'Educació,Delictes,Amenaces (lleu),LGTBI-fòbia,Persones autores,Home,14,1
2020,11,Novembre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,Resta de municipis ABP Baix Penedès,Institut d'Educació,Delictes,Amenaces (lleu),LGTBI-fòbia,Persones autores,Home,14,1
2020,11,Novembre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,Resta de municipis ABP Baix Penedès,Institut d'Educació,Delictes,Amenaces (lleu),LGTBI-fòbia,Persones autores,Dona,14,1
2020,11,Novembre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,Resta de municipis ABP Baix Penedès,Institut d'Educació,Delictes,Amenaces (lleu),LGTBI-fòbia,Persones autores,Home,14,1
2020,11,Novembre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Persones autores,Home,32,1
2020,11,Novembre,RP Camp de Tarragona,ABP Alt Camp - C. de Barberà,Tarragona,Conca de Barberà,Resta de municipis ABP Alt Camp - C. de Barberà,Habitatge - Primera residència - Masia/casa de camp,Delictes,Danys,Orientació política,Víctimes,Home,64,1
2020,11,Novembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,20,1
2020,11,Novembre,RP Central,ABP Anoia,Barcelona,Anoia,Resta de municipis ABP Anoia,Habitatge - Primera residència - Casa aïllada,Delictes,Coaccions (lleu),LGTBI-fòbia,Víctimes,Dona,33,1
2020,11,Novembre,RP Central,ABP Anoia,Barcelona,Anoia,Resta de municipis ABP Anoia,Habitatge - Primera residència - Casa aïllada,Delictes,Coaccions (lleu),LGTBI-fòbia,Persones autores,Home,59,1
2020,11,Novembre,RP Metropolitana Sud,ABP Esplugues de Llobregat,Barcelona,Baix Llobregat,Resta de municipis ABP Esplugues de Llobregat,Establiments - Altres comerços,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Víctimes,Home,45,1
2020,11,Novembre,RP Metropolitana Sud,ABP Esplugues de Llobregat,Barcelona,Baix Llobregat,Resta de municipis ABP Esplugues de Llobregat,Establiments - Altres comerços,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Persones autores,Home,55,1
2020,11,Novembre,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Via pública urbana,Delictes,Lesions (lleu),LGTBI-fòbia,Persones autores,Home,15,1
2020,11,Novembre,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Via pública urbana,Delictes,Lesions (lleu),LGTBI-fòbia,Víctimes,Home,15,1
2020,11,Novembre,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Via pública urbana,Delictes,Lesions (lleu),LGTBI-fòbia,Persones autores,Home,14,1
2020,11,Novembre,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Via pública urbana,Delictes,Lesions (lleu),LGTBI-fòbia,Persones autores,Home,13,1
2020,11,Novembre,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Via pública urbana,Delictes,Lesions (lleu),LGTBI-fòbia,Persones autores,Home,13,1
2020,11,Novembre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Habitatge - Escala/portal finca/replà,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Persones autores,Dona,52,1
2020,11,Novembre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Habitatge - Escala/portal finca/replà,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Víctimes,Dona,5,1
2020,11,Novembre,RP Central,ABP Bages,Barcelona,Bages,Resta de municipis ABP Bages,Habitatge - Primera residència - Casa adossada,Delictes,Danys (lleu),Orientació política,Víctimes,Home,43,1
2020,11,Novembre,RP Central,ABP Bages,Barcelona,Bages,Resta de municipis ABP Bages,Habitatge - Primera residència - Casa adossada,Delictes,Danys (lleu),Orientació política,Persones autores,Home,26,1
2020,11,Novembre,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,"Hospitalet de Llobregat, l'",Dependències - Judicial,Delictes,Lesions (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Home,21,1
2020,11,Novembre,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,"Hospitalet de Llobregat, l'",Dependències - Judicial,Delictes,Lesions (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Dona,30,1
2020,12,Desembre,RP Terres de l'Ebre,ABP Montsià,Tarragona,Montsià,Amposta,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Persones autores,Home,38,1
2020,12,Desembre,RP Terres de l'Ebre,ABP Montsià,Tarragona,Montsià,Amposta,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Víctimes,Dona,50,1
2020,12,Desembre,RP Terres de l'Ebre,ABP Montsià,Tarragona,Montsià,Amposta,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Víctimes,Dona,26,1
2020,12,Desembre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Partit polític,Faltes Administratives,Danys / deslluïments de béns mobles / immobles,Orientació política,Víctimes,Home,52,1
2020,12,Desembre,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Establiments - Restauració - Bar,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,44,1
2020,12,Desembre,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Establiments - Restauració - Bar,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Dona,52,1
2020,12,Desembre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,"Vendrell, el",Habitatge - Escala/portal finca/replà,Delictes,Amenaces (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Dona,59,1
2020,12,Desembre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Partit polític,Delictes,Amenaces (lleu),Orientació política,Víctimes,Home,23,1
2020,12,Desembre,RP Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Figueres,Partit polític,Delictes,Danys (lleu),Orientació política,Víctimes,Home,46,1
2020,12,Desembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,Orientació política,Víctimes,Home,48,1
2020,12,Desembre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Via pública urbana,Delictes,Danys (lleu),Orientació política,Víctimes,Home,46,1
2020,12,Desembre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Habitatge - Primera residència - Pis/apartament,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Persones autores,Home,48,1
2020,12,Desembre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Habitatge - Primera residència - Pis/apartament,Delictes,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",Víctimes,Dona,28,1
2020,12,Desembre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Via pública urbana,Delictes,Lesions (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Home,60,1
2020,12,Desembre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Via pública urbana,Delictes,Lesions (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Dona,39,1
2020,12,Desembre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Via pública urbana,Delictes,Lesions (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Dona,68,1
2020,12,Desembre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delictes,Amenaces (lleu),Orientació política,Víctimes,Home,50,1
2020,12,Desembre,RP Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Figueres,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,37,1
2020,12,Desembre,RP Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Figueres,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persones autores,Home,58,1
2020,12,Desembre,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,Maresme,Resta de municipis ABP Arenys de Mar,Empresa de la construcció,Faltes Administratives,Infraccions ordenança convivència ciutadana,"Ètnic, origen nacional i/o racial",Persones autores,Dona,32,1
2020,12,Desembre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Habitatge - Primera residència - Pis/apartament,Delictes,Amenaces,Orientació política,Víctimes,Dona,42,1
2020,12,Desembre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,"Vendrell, el",Empreses de la construcció,Delictes,Falta de maltractament d'obra sense lesió,Sexisme,Persones autores,Home,54,1
2020,12,Desembre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,"Vendrell, el",Empreses de la construcció,Delictes,Falta de maltractament d'obra sense lesió,Sexisme,Víctimes,Dona,28,1
2020,12,Desembre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Partit polític,Delictes,Danys (lleu),Orientació política,Víctimes,Home,48,1
2020,12,Desembre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Via pública urbana,Delictes,Falta de maltractament d'obra sense lesió,Orientació política,Víctimes,Home,46,1
2020,12,Desembre,RP Central,ABP Bages,Barcelona,Moianès,Resta de municipis ABP Bages,Via pública urbana,Delictes,Coaccions (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Home,52,1
2020,12,Desembre,RP Central,ABP Bages,Barcelona,Moianès,Resta de municipis ABP Bages,Via pública urbana,Delictes,Coaccions (lleu),"Ètnic, origen nacional i/o racial",Persones autores,Dona,47,1
2020,12,Desembre,RP Central,ABP Bages,Barcelona,Moianès,Resta de municipis ABP Bages,Via pública urbana,Delictes,Coaccions (lleu),"Ètnic, origen nacional i/o racial",Víctimes,Home,50,1
2020,12,Desembre,RP  Metropolitana Nord,ABP Mataró,Barcelona,Maresme,Mataró,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,Religiós,Persones autores,Home,41,1
2020,12,Desembre,RP  Metropolitana Nord,ABP Mataró,Barcelona,Maresme,Mataró,Via pública urbana,Delictes,Contra exercici drets fonamentals i llibertats públiques,Religiós,Víctimes,Home,26,1
2020,12,Desembre,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta de municipis ABP Granollers,Habitatge - Primera residència - Casa aïllada,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persones autores,Home,14,1
2020,12,Desembre,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta de municipis ABP Granollers,Habitatge - Primera residència - Casa aïllada,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,55,1
2020,12,Desembre,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta de municipis ABP Granollers,Habitatge - Primera residència - Casa aïllada,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctimes,Home,62,1
2020,12,Desembre,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta de municipis ABP Granollers,Habitatge - Primera residència - Casa aïllada,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persones autores,Home,14,1
2020,12,Desembre,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta de municipis ABP Granollers,Habitatge - Primera residència - Casa aïllada,Delictes,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persones autores,Home,13,1
2020,12,Desembre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Resta de municipis ABP Gironès - Pla de l'Estany,Via pública urbana,Delictes,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència","Ètnic, origen nacional i/o racial",Persones autores,Home,50,1
2020,12,Desembre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Resta de municipis ABP Gironès - Pla de l'Estany,Via pública urbana,Delictes,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència","Ètnic, origen nacional i/o racial",Víctimes,Home,36,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Home,28,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Home,27,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Lesions,LGTBI-fòbia,Persona autora,Dona,23,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Lesions,LGTBI-fòbia,Víctima,Home,24,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Lesions,LGTBI-fòbia,Persona autora,Dona,21,1
2021,1,Gener,RP Central,ABP Bages,Barcelona,Bages,Manresa,Centre religiós islàmic,Delicte,Danys,Religiós,Víctima,Home,54,1
2021,1,Gener,RP Central,ABP Bages,Barcelona,Bages,Manresa,Centre religiós islàmic,Delicte,Danys,Religiós,Persona autora,Home,51,1
2021,1,Gener,RP  Metropolitana Nord,ABP Premià de Mar,Barcelona,Maresme,Cabrils,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Víctima,Home,19,1
2021,1,Gener,RP  Metropolitana Nord,ABP Premià de Mar,Barcelona,Maresme,Cabrils,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Víctima,Home,20,1
2021,1,Gener,RP  Metropolitana Nord,ABP Premià de Mar,Barcelona,Maresme,Resta municipis ABP Premià de Mar,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Persona autora,Home,15,1
2021,1,Gener,RP  Metropolitana Nord,ABP Premià de Mar,Barcelona,Maresme,Resta municipis ABP Premià de Mar,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Persona autora,Home,16,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Habitatge - Escala/portal finca/replà,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persona autora,Dona,34,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Habitatge - Escala/portal finca/replà,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persona autora,Home,29,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Habitatge - Escala/portal finca/replà,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persona autora,Home,29,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Habitatge - Escala/portal finca/replà,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Home,31,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Habitatge - Escala/portal finca/replà,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persona autora,Home,24,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Habitatge - Escala/portal finca/replà,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Dona,29,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Nou Barris,Barcelona,Barcelonès,Barcelona,Habitatge - Escala/portal finca/replà,Delicte,Amenaces,Ètnia/origen nacional/origen racial,Persona autora,Home,54,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Nou Barris,Barcelona,Barcelonès,Barcelona,Habitatge - Escala/portal finca/replà,Delicte,Amenaces,Ètnia/origen nacional/origen racial,Víctima,Home,67,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Robatori amb violència i/o intimidació,Ètnia/origen nacional/origen racial,Víctima,Home,31,1
2021,1,Gener,RP  Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Mollet del Vallès,Transport públic - Renfe - Adif - Estació,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Persona autora,Home,48,1
2021,1,Gener,RP  Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Mollet del Vallès,Transport públic - Renfe - Adif - Estació,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Víctima,Home,41,1
2021,1,Gener,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,Maresme,Resta municipis ABP Premià de Mar,Escola,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Persona autora,Home,74,1
2021,1,Gener,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,Maresme,Resta municipis ABP Girona,Escola,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Víctima,Dona,23,1
2021,1,Gener,RP  Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Resta municipis ABP Bages,Via pública urbana,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Víctima,Dona,40,1
2021,1,Gener,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,Resta municipis ABP Bages,Via pública urbana,Delicte,Robatori amb violència i/o intimidació,Religiós,Víctima,Home,43,1
2021,1,Gener,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Via pública urbana,Delicte,Robatori amb violència i/o intimidació,Religiós,Persona autora,Home,41,1
2021,1,Gener,RP  Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Sant Adrià de Besòs,Partit polític,Altres,Diligències informatives,LGTBI-fòbia,Víctima,Home,44,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Amenaces,LGTBI-fòbia,Persona autora,Home,62,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Amenaces,LGTBI-fòbia,Víctima,Home,26,1
2021,1,Gener,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Via pública urbana,Delicte,Lesions,Orientació política,Víctima,Home,46,1
2021,1,Gener,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Hosteleria - Hotel,Delicte,Tracte degradant / vexatori,Orientació política,Víctima,Home,24,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Centre d'Atenció Primària,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Dona,37,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Sense especificar,Delicte,Danys,Ètnia/origen nacional/origen racial,Persona autora,Dona,58,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Sense especificar,Delicte,Danys,Ètnia/origen nacional/origen racial,Víctima,Dona,39,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Dependències - Administració local,Delicte,Furt,Sexisme,Persona autora,Home,20,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Dependències - Administració local,Delicte,Furt,Sexisme,Víctima,Dona,43,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Lesions,Antisemita,Persona autora,Home,20,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Lesions,Antisemita,Persona autora,Home,25,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Lesions,Antisemita,Persona autora,Home,15,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Lesions,Antisemita,Persona autora,Home,25,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Lesions,Antisemita,Persona autora,Home,33,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Lesions,Antisemita,Víctima,Home,55,1
2021,2,Febrer,RP Central,ABP Bages,Barcelona,Moianès,Calders,Escola,Delicte,Contra exercici drets fonamentals i llibertats públiques,Orientació política,Víctima,Home,31,1
2021,2,Febrer,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Celrà,Establiment - Benzinera - Centre comercial,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Home,52,1
2021,2,Febrer,RP Central,ABP Bages,Barcelona,Bages,Manresa,Habitatge - Primera residència - Pis/apartament,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Persona autora,Dona,45,1
2021,2,Febrer,RP Central,ABP Bages,Barcelona,Bages,Manresa,Habitatge - Primera residència - Pis/apartament,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Víctima,Home,13,1
2021,11,Novembre,RP Central,ABP Bages,Barcelona,Bages,Manresa,Zona d'oci/lúdica,Delicte,Lesions,Ètnia/origen nacional/origen racial,Víctima,Home,50,1
2021,2,Febrer,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Sant Vicenç dels Horts,Habitatge - Altres espais,Delicte,Abusos sexuals,Discapacitat psíquica/mental,Persona autora,Dona,14,1
2021,2,Febrer,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Sant Vicenç dels Horts,Habitatge - Altres espais,Delicte,Abusos sexuals,Discapacitat psíquica/mental,Víctima,Dona,17,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Víctima,Dona,50,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Contra exercici drets fonamentals i llibertats públiques,Orientació política,Víctima,Dona,32,1
2021,2,Febrer,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Institut d'Educació,Delicte,Coaccions,LGTBI-fòbia,Persona autora,Home,25,1
2021,2,Febrer,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Institut d'Educació,Delicte,Coaccions,LGTBI-fòbia,Víctima,Dona,48,1
2021,2,Febrer,RP Girona,ABP Girona,Girona,Gironès,Resta municipis ABP Girona,Habitatge - Primera residència - Casa adossada,Delicte,Contra exercici drets fonamentals i llibertats públiques,Orientació política,Persona autora,Home,50,1
2021,2,Febrer,RP Girona,ABP Girona,Girona,Gironès,Fornells de la Selva,Habitatge - Primera residència - Casa adossada,Delicte,Contra exercici drets fonamentals i llibertats públiques,Orientació política,Víctima,Dona,40,1
2021,2,Febrer,RP Girona,ABP Girona,Girona,Gironès,Fornells de la Selva,Habitatge - Primera residència - Casa adossada,Delicte,Contra exercici drets fonamentals i llibertats públiques,Orientació política,Víctima,Home,37,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Amenaces,LGTBI-fòbia,Víctima,Home,36,1
2021,2,Febrer,RP  Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Habitatge - Altres espais,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persona autora,Home,36,1
2021,2,Febrer,RP  Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Habitatge - Altres espais,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Dona,19,1
2021,2,Febrer,RP Girona,ABP Baix Empordà - La Bisbal,Girona,Baix Empordà,Palafrugell,Via pública urbana,Delicte,Contra exercici drets fonamentals i llibertats públiques,Religiós,Víctima,Home,60,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Amenaces,LGTBI-fòbia,Persona autora,Home,16,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Amenaces,LGTBI-fòbia,Persona autora,Home,15,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Amenaces,LGTBI-fòbia,Persona autora,Home,15,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Amenaces,LGTBI-fòbia,Víctima,Dona,32,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Persona autora,Home,39,1
